GPS Time, Device Time, Longitude, Latitude,GPS Speed (Meters/second), Horizontal Dilution of Precision, Altitude, Bearing, G(x), G(y), G(z), G(calibrated),Acceleration Sensor(Total)(g),Acceleration Sensor(X axis)(g),Acceleration Sensor(Y axis)(g),Acceleration Sensor(Z axis)(g),Actual engine % torque(%),Air Fuel Ratio(Commanded)(:1),Average trip speed(whilst moving only)(km/h),Engine Coolant Temperature(å¡C),Engine Load(%),Engine Load(Absolute)(%),Engine RPM(rpm),Ethanol Fuel %(%),Fuel used (trip)(gal),Fuel Level (From Engine ECU)(%),Fuel Rate (direct from ECU)(L/m),Hybrid Battery Charge (%)(%),Intake Manifold Pressure(psi),Speed (OBD)(km/h),Speed (GPS)(km/h),Trip time(whilst moving)(s)
-,16:23.0,-,-,-,-,-,-,-0.40222588,-8.1211319,4.86501789,-0.01315135,-0.03182072,-0.02440573,-0.84541428,0.37054238,-,14.09392929,-,81,78.4313736,40,1407.75,-,0.00051829,-,-,-,11.16790581,24,-,0
-,16:23.5,-,-,-,-,-,-,-0.4405331,-8.01578712,4.98951626,-0.01748329,-0.02950862,-0.04295408,-0.82979459,0.40080547,-,14.69999981,-,81,78.4313736,38.82352829,1529.5,-,0.00063808,-,-,-,10.44271755,23,-,0
-,16:24.0,-,-,-,-,-,-,-0.40222588,-8.05409431,4.94163227,-0.01690233,-0.03557296,-0.04100162,-0.82100856,0.40373418,-,14.69999981,-,81,72.94117737,38.4313736,1475.75,-,0.00075698,-,-,-,10.1526413,23,-,0
-,16:24.5,-,-,-,-,-,-,-0.37349546,-8.05409431,4.91290188,-0.01854962,-0.03293239,-0.04100162,-0.82588971,0.40080547,-,14.69999981,-,81,74.50980377,38.4313736,1475.75,-,0.00075698,-,-,-,10.1526413,23,-,0
-,16:25.0,-,-,-,-,-,-,-0.51714754,-7.97747993,5.06613064,-0.0162378,-0.03146217,-0.04295408,-0.82393724,0.40666285,-,14.69999981,-,81,75.29412079,38.4313736,1402.25,-,0.00087206,-,-,-,10.5877552,23,-,0
-,16:25.5,-,-,-,-,-,-,-0.41180268,-8.02536392,4.94163227,-0.01935303,-0.03802447,-0.04197785,-0.81807989,0.40373418,-,14.69999981,-,81,77.2549057,40.39215851,1329.5,-,0.00097091,-,-,-,10.5877552,23,-,0
-,16:26.0,-,-,-,-,-,-,-0.45010993,-8.01578712,4.98951626,-0.01743728,-0.03289442,-0.04783522,-0.82198477,0.40666285,-,14.69999981,-,81,77.64705658,40,1316.25,-,0.00106372,-,-,-,11.02286816,23,-,0
-,16:26.5,-,-,-,-,-,-,-0.66079968,-7.90086555,5.25766706,-0.01124191,-0.03632032,-0.05954997,-0.80538893,0.42521122,-,14.69999981,-,80,77.64705658,39.2156868,1346,-,0.00117591,-,-,-,10.5877552,24,-,0
-,16:27.0,-,-,-,-,-,-,-0.45968673,-8.01578712,5.04697704,-0.01428586,-0.0354988,-0.04978768,-0.81515121,0.41252023,-,14.69999981,-,80,74.90196228,43.52941132,1356.25,-,0.00129167,-,-,-,10.5877552,24,-,0
-,16:27.5,-,-,-,-,-,-,-0.31603462,-8.21689987,4.8458643,-0.00805229,-0.02759239,-0.03123933,-0.8366282,0.39397189,-,14.69999981,-,80,76.07843018,43.52941132,1356.25,-,0.00129167,-,-,-,10.5877552,24,-,0
-,16:28.0,-,-,-,-,-,-,0.00957681,-8.16901588,4.61602068,-0.02328706,-0.03822227,-0.02050081,-0.82979459,0.38518584,-,14.69999981,-,78,75.29412079,42.35293961,1350.75,-,0.00141042,-,-,-,10.5877552,24,-,0
-,16:28.5,-,-,-,-,-,-,-0.30645782,-8.0924015,4.90332508,-0.01596767,-0.03463796,-0.03123933,-0.82491344,0.39982924,-,14.69999981,-,78,73.33333588,42.35293961,1328,-,0.00152048,-,-,-,10.44271755,23,-,0
-,16:29.0,-,-,-,-,-,-,-0.33518824,-7.99663353,4.97993946,-0.02009606,-0.03311731,-0.03123933,-0.82491344,0.40275794,-,14.69999981,-,78,71.37255096,41.5686264,1319.5,-,0.00162308,-,-,-,10.44271755,23,-,0
-,16:29.5,-,-,-,-,-,-,-0.2681506,-8.05409431,4.96078587,-0.01636475,-0.02203031,-0.03904916,-0.82979459,0.4154489,-,14.69999981,-,78,70.58823395,40.7843132,1299,-,0.00171953,-,-,-,10.1526413,23,-,0
-,16:30.0,-,-,-,-,-,-,-0.36391866,-8.1115551,5.01824665,-0.00798374,-0.0274217,-0.03319179,-0.82491344,0.41349643,-,14.69999981,-,77,70.58823395,40,1491.25,-,0.00183595,-,-,-,9.57249069,22,-,0
-,16:30.5,-,-,-,-,-,-,-0.35434186,-8.06367111,4.96078587,-0.01524508,-0.03865221,-0.03416802,-0.81710362,0.40471038,-,14.69999981,-,77,63.52941132,36.47058868,1491.25,-,0.00194845,-,-,-,8.99234009,21,-,0
-,16:31.0,-,-,-,-,-,-,-0.31603462,-7.99663353,4.99909306,-0.01913059,-0.03780193,-0.03221555,-0.81515121,0.40959153,-,14.69999981,-,77,63.92156982,37.64706039,1486.5,-,0.00194845,-,-,-,8.99234009,21,-,0
-,16:31.5,-,-,-,-,-,-,-0.30645782,-8.06367111,4.96078587,-0.01541531,-0.03408539,-0.03123933,-0.82198477,0.40568662,-,14.69999981,-,77,64.70588684,37.64706039,1430.25,-,0.00206115,-,-,-,8.84730244,20,-,0
-,16:32.0,-,-,-,-,-,-,-0.30645782,-8.02536392,4.93205547,-0.02027315,-0.0389449,-0.03123933,-0.81807989,0.40275794,-,14.69999981,-,77,64.70588684,38.82352829,1327.25,-,0.00219473,-,-,-,9.28241539,19,-,0
-,16:32.5,-,-,-,-,-,-,-0.34476504,-8.03494072,4.95120907,-0.0182848,-0.03151091,-0.0370967,-0.82296103,0.40861529,-,14.69999981,-,77,67.05882263,40.39215851,1327.25,-,0.00230502,-,-,-,9.57249069,19,-,0
-,16:33.0,-,-,-,-,-,-,-0.33518824,-8.04451752,4.96078587,-0.01697749,-0.03440435,-0.03123933,-0.82100856,0.40666285,-,14.69999981,-,77,69.41176605,40.39215851,1257.75,-,0.00230502,-,-,-,9.57249069,20,-,0
-,16:33.5,-,-,-,-,-,-,-0.31603462,-8.04451752,5.00866985,-0.01447517,-0.0347822,-0.03514424,-0.82100856,0.40568662,-,14.69999981,-,77,69.01960754,40,1267.75,-,0.00241452,-,-,-,9.71752834,19,-,0
-,16:34.1,-,-,-,-,-,-,-0.32561144,-8.07324791,4.97036266,-0.01400787,-0.03813898,-0.03416802,-0.82296103,0.40666285,-,14.69999981,-,78,69.01960754,40,1270.25,-,0.00253231,-,-,-,10.00760365,19,-,0
-,16:34.5,-,-,-,-,-,-,-0.34476504,-8.04451752,4.98951626,-0.01540297,-0.03407305,-0.03514424,-0.82003236,0.40861529,-,14.69999981,-,78,69.01960754,40,1270.25,-,0.00263839,-,-,-,10.00760365,19,-,0
-,16:35.0,-,-,-,-,-,-,-0.34476504,-8.05409431,4.97036266,-0.01559991,-0.03216547,-0.03319179,-0.82296103,0.40763909,-,14.69999981,-,78,68.62744904,40,1271,-,0.00263839,-,-,-,10.00760365,17,-,0
-,16:35.5,-,-,-,-,-,-,-0.30645782,-8.07324791,4.97036266,-0.01407295,-0.03274257,-0.03123933,-0.82296103,0.40666285,-,14.69999981,-,78,68.62744904,40,1271,-,0.00275017,-,-,-,9.86256599,15,-,0
-,16:36.0,-,-,-,-,-,-,-0.30645782,-8.07324791,4.97993946,-0.01356107,-0.0322305,-0.03123933,-0.82296103,0.40763909,-,14.69999981,-,78,68.62744904,39.60784149,1271.75,-,0.00286886,-,-,-,9.57249069,11,-,0
-,16:36.5,-,-,-,-,-,-,-0.32561144,-8.04451752,4.97993946,-0.01598597,-0.03126575,-0.03514424,-0.82393724,0.40763909,-,14.69999981,-,78,68.62744904,40,1271.75,-,0.00297347,-,-,-,9.57249069,9,-,0
-,16:37.0,-,-,-,-,-,-,-0.31603462,-8.04451752,4.94163227,-0.01806754,-0.03660934,-0.0302631,-0.81905609,0.40568662,-,14.69999981,-,78,68.62744904,39.60784149,1268.75,-,0.00297347,-,-,-,9.57249069,8,-,0
-,16:37.5,-,-,-,-,-,-,-0.34476504,-8.06367111,4.97993946,-0.01425725,-0.03292697,-0.03514424,-0.82198477,0.40763909,-,14.69999981,-,78,68.62744904,39.60784149,1271,-,0.00308106,-,-,-,10.00760365,8,-,0
-,16:38.0,-,-,-,-,-,-,-0.31603462,-8.04451752,4.96078587,-0.01704472,-0.03465624,-0.03319179,-0.82003236,0.40763909,-,14.69999981,-,79,68.62744904,39.60784149,1269.5,-,0.00319481,-,-,-,10.00760365,4,-,0
-,16:38.5,-,-,-,-,-,-,-0.30645782,-8.03494072,4.98951626,-0.01636624,-0.03264349,-0.03416802,-0.82296103,0.40666285,-,14.69999981,-,79,68.23529816,39.60784149,1273.25,-,0.00329879,-,-,-,9.86256599,2,-,0
-,16:39.0,-,-,-,-,-,-,-0.34476504,-8.05409431,5.00866985,-0.0135448,-0.0337922,-0.03416802,-0.82100856,0.40763909,-,14.69999981,-,79,68.23529816,39.60784149,1273.25,-,0.00329879,-,-,-,9.86256599,0,-,0
-,16:39.6,-,-,-,-,-,-,-0.31603462,-8.03494072,5.00866985,-0.01530325,-0.03302903,-0.03221555,-0.82198477,0.40763909,-,14.69999981,-,79,67.84313965,39.60784149,1271.75,-,0.00340807,-,-,-,9.86256599,0,-,0
-,16:40.0,-,-,-,-,-,-,-0.40222588,-7.97747993,5.11401463,-0.01418382,-0.0328535,-0.04100162,-0.81319875,0.42130628,-,14.69999981,-,80,67.84313965,36.47058868,1452.25,-,0.00354881,-,-,-,8.99234009,0,-,0
-,16:40.5,-,-,-,-,-,-,-0.25857377,-8.06367111,4.92247868,-0.01760048,-0.03560016,-0.02538195,-0.82100856,0.40471038,-,14.69999981,-,80,63.52941132,39.2156868,1452.25,-,0.00364835,-,-,-,9.28241539,0,-,0
-,16:41.0,-,-,-,-,-,-,-0.32561144,-8.00621033,5.02782345,-0.01671654,-0.03362738,-0.03319179,-0.82003236,0.40959153,-,14.69999981,-,80,67.05882263,40,1355.25,-,0.00364835,-,-,-,9.28241539,0,-,0
-,16:41.5,-,-,-,-,-,-,-0.28730419,-8.04451752,4.99909306,-0.01508373,-0.03852673,-0.03514424,-0.81417495,0.40959153,-,14.69999981,-,80,69.01960754,40,1289,-,0.00375669,-,-,-,9.71752834,0,-,0
-,16:42.0,-,-,-,-,-,-,-0.37349546,-8.04451752,4.99909306,-0.01477742,-0.03202457,-0.04002539,-0.82100856,0.41056776,-,14.69999981,-,80,69.01960754,40,1300,-,0.00387483,-,-,-,10.00760365,0,-,0
-,16:42.5,-,-,-,-,-,-,-0.45968673,-7.96790314,5.12359142,-0.01421142,-0.03288111,-0.04685899,-0.81222248,0.42228249,-,14.69999981,-,80,68.23529816,39.60784149,1328,-,0.00398483,-,-,-,10.00760365,0,-,0
-,16:43.0,-,-,-,-,-,-,-0.30645782,-7.97747993,5.07570744,-0.01664931,-0.03252569,-0.03416802,-0.81515121,0.41935381,-,14.69999981,-,80,69.80392456,45.09803772,1328,-,0.00410765,-,-,-,10.87783051,0,-,0
-,16:43.7,-,-,-,-,-,-,-0.31603462,-7.84340477,5.26724386,-0.01435238,-0.02551931,-0.04490653,-0.81222248,0.44278333,-,14.69999981,-,80,74.90196228,47.45098114,1367.75,-,0.00410765,-,-,-,10.87783051,0,-,0
-,16:44.0,-,-,-,-,-,-,-0.36391866,-7.83382797,5.39174223,-0.01087344,-0.02778801,-0.03416802,-0.80148399,0.4486407,-,14.69999981,-,80,74.90196228,47.45098114,1371,-,0.00428304,-,-,-,11.31294346,0,-,0
-,16:44.5,-,-,-,-,-,-,0.19153613,-8.05409431,4.75967312,-0.02714384,-0.04464332,0.01464343,-0.81124628,0.40373418,-,14.69999981,-,80,76.86274719,45.49019623,1371,-,0.00440487,-,-,-,11.02286816,0,-,0
-,16:45.0,-,-,-,-,-,-,-0.45968673,-7.81467438,5.43962622,-0.00927991,-0.02794792,-0.04685899,-0.79660285,0.45449808,-,14.69999981,-,80,75.6862793,47.45098114,1348.25,-,0.00440487,-,-,-,11.60301876,0,-,0
-,16:45.6,-,-,-,-,-,-,-0.92895025,-7.63271523,5.58327818,-0.01559198,-0.03742983,-0.08005078,-0.77317333,0.46718904,-,14.69999981,-,80,80.39215851,47.45098114,1418.75,-,0.00453839,-,-,-,11.60301876,0,-,0
-,16:46.0,-,-,-,-,-,-,-0.1340753,-8.07324791,4.8171339,-0.02257681,-0.03933496,-0.00292869,-0.82296103,0.39494812,-,14.69999981,-,81,80.39215851,47.84313583,1342,-,0.00468638,-,-,-,11.45798111,0,-,0
-,16:46.5,-,-,-,-,-,-,-0.34476504,-7.91044235,5.20978308,-0.01482522,-0.03636634,-0.02928687,-0.80636513,0.42618746,-,14.69999981,-,81,76.47058868,43.52941132,1340.5,-,0.00480332,-,-,-,11.02286816,0,-,0
-,16:47.0,-,-,-,-,-,-,-0.90021986,-7.69975281,5.60243177,-0.00600332,-0.03127707,-0.08590815,-0.77805454,0.47011772,-,14.69999981,-,81,73.33333588,44.31372452,1340.5,-,0.00480332,-,-,-,11.02286816,0,-,0
-,16:47.5,-,-,-,-,-,-,-0.82360536,-7.69975281,5.42047262,-0.01746249,-0.03174185,-0.07321718,-0.79269797,0.45059317,-,14.69999981,-,81,75.6862793,45.49019623,1369.5,-,0.0049351,-,-,-,11.02286816,0,-,0
-,16:48.0,-,-,-,-,-,-,-0.85233581,-7.58483076,5.75566101,-0.00653666,-0.02520375,-0.08688438,-0.77317333,0.48671365,-,14.69999981,-,81,76.86274719,45.49019623,1384.25,-,0.0050618,-,-,-,10.87783051,0,-,0
-,16:48.5,-,-,-,-,-,-,-1.08217919,-7.28795004,5.72693062,-0.02974313,-0.02771935,-0.09274176,-0.78098321,0.47109395,-,14.69999981,-,81,76.47058868,45.88235474,1366.25,-,0.00518533,-,-,-,11.45798111,0,-,0
-,16:49.0,-,-,-,-,-,-,-1.12048638,-7.47948599,5.58327818,-0.02273345,-0.01702496,-0.11519502,-0.78488815,0.47988003,-,14.69999981,-,81,76.47058868,44.70588303,1377.25,-,0.00530439,-,-,-,10.87783051,0,-,0
-,16:49.5,-,-,-,-,-,-,-1.0534488,-7.17302847,6.21534777,-0.00755626,-0.01735731,-0.07126471,-0.72143322,0.56285948,-,14.69999981,-,81,76.07843018,47.05882263,1377.25,-,0.00544576,-,-,-,11.31294346,0,-,0
-,16:50.0,-,-,-,-,-,-,-1.57059634,-7.55610037,5.71735382,-0.00193137,-0.0205969,-0.16010156,-0.77024466,0.48280874,-,14.69999981,-,81,80.39215851,47.84313583,1397.5,-,0.00544576,-,-,-,11.60301876,0,-,0
-,16:50.5,-,-,-,-,-,-,-1.54186594,-7.61356163,6.04296494,0.02224189,0.00358464,-0.15717287,-0.77610207,0.51600051,-,14.69999981,-,81,80,46.66666794,1398.25,-,0.00556773,-,-,-,11.60301876,0,-,0
-,16:51.0,-,-,-,-,-,-,-1.58017313,-7.15387487,5.83227539,-0.02643222,0.01707988,-0.18938842,-0.7292431,0.49452347,-,14.69999981,3,81,89.80392456,45.88235474,1378,-,0.00569554,-,-,-,12.03813267,3,-,0.34
-,16:51.5,-,-,-,-,-,-,-1.76213241,-7.46990919,6.02381134,0.01355505,0.00970943,-0.15033926,-0.76145858,0.54528737,-,14.69999981,3,82,89.80392456,45.88235474,1421.75,-,0.00581711,-,-,-,12.90835857,3,-,0.85500002
-,16:52.0,-,-,-,-,-,-,-1.8674773,-7.47948599,5.94719696,0.01150709,-0.03668111,-0.16498269,-0.72240943,0.51502424,-,14.69999981,3,82,91.76470947,49.41176605,1428,-,0.00594557,-,-,-,13.34347153,3,-,1.33899999
-,16:52.5,-,-,-,-,-,-,-1.29286897,-7.01022243,6.39730692,-0.00463778,-0.05190466,-0.14838681,-0.70483732,0.51600051,-,14.69999981,3.25,82,91.76470947,49.41176605,1438.25,-,0.00607841,-,-,-,13.19843388,4,-,1.84200001
-,16:53.1,-,-,-,-,-,-,-1.66636443,-7.26879644,6.30153894,0.01423711,-0.03403011,-0.13471961,-0.72045696,0.52869147,-,14.69999981,3.25,83,91.76470947,49.80392075,1438.25,-,0.00624902,-,-,-,13.63354778,4,-,2.35800004
-,16:53.5,-,-,-,-,-,-,-0.8810662,-7.14429808,6.12915611,-0.01725876,0.02252203,-0.1073852,-0.72826684,0.52478653,-,14.69999981,3.5999999,83,91.76470947,49.80392075,1440.5,-,0.00624902,-,-,-,13.63354778,5,-,2.875
-,16:54.0,-,-,-,-,-,-,-0.80445176,-7.60398483,6.59841967,0.04854578,-0.08255085,-0.11909994,-0.68726522,0.4954997,-,14.69999981,3.83333325,83,90.98039246,49.41176605,1442,-,0.00640673,-,-,-,13.48850918,5,-,3.37100005
-,16:54.5,-,-,-,-,-,-,-0.91937345,-7.4507556,6.16746378,0.00939667,0.01442142,-0.09664667,-0.77219713,0.52869147,-,14.69999981,4.14285707,83,90.98039246,49.01960754,1431.25,-,0.00656566,-,-,-,13.63354778,6,-,3.875
-,16:55.0,-,-,-,-,-,-,-0.59376204,-7.58483076,5.54497099,-0.02472401,-0.02349805,-0.0370967,-0.77707827,0.45059317,-,14.69999981,4.14285707,83,90.19608307,43.13725662,1431.25,-,0.00656566,-,-,-,12.18317032,6,-,4.37200022
-,16:55.5,-,-,-,-,-,-,-0.22026655,-7.7284832,5.88015938,-0.0114488,-0.03011757,-0.06735981,-0.79855531,0.44571203,-,14.69999981,4.375,83,78.03921509,43.13725662,1539,-,0.00670211,-,-,-,12.18317032,6,-,4.85699987
-,16:56.1,-,-,-,-,-,-,-0.2777274,-7.84340477,5.35343504,-0.01257151,-0.02336084,-0.05076391,-0.79953152,0.44571203,-,14.69999981,4.33333349,83,36.07843018,40.39215851,1434.25,-,0.00678774,-,-,-,9.42745304,4,-,5.41099977
-,16:56.5,-,-,-,-,-,-,-0.12449849,-7.92959595,5.15232229,-0.01695371,-0.02858731,-0.00780983,-0.81612742,0.42521122,-,14.69999981,4.33333349,83,36.07843018,14.11764717,1434.25,-,0.00682776,-,-,-,4.35113192,4,-,5.82999992
-,16:57.0,-,-,-,-,-,-,-0.49799395,-7.51779318,5.7843914,-0.01273781,-0.03140703,-0.05076391,-0.76633972,0.48964232,-,14.69999981,4.30000019,83,30.98039246,15.29411793,904.5,-,0.00682776,-,-,-,4.35113192,4,-,6.29500008
-,16:57.5,-,-,-,-,-,-,-0.58418524,-7.46990919,5.87058258,-0.01070011,-0.0293686,-0.05954997,-0.76145858,0.49842837,-,14.69999981,4.18181801,84,31.76470566,15.29411793,895.25,-,0.00685832,-,-,-,4.49617004,3,-,6.84899998
-,16:58.0,-,-,-,-,-,-,-0.61291564,-7.37414122,5.93762016,-0.01389456,-0.03363429,-0.06247865,-0.75267255,0.50233328,-,14.69999981,4.08333349,84,35.68627548,14.11764717,957.75,-,0.00688572,-,-,-,4.6412077,3,-,7.3579998
-,16:58.5,-,-,-,-,-,-,-0.78529817,-7.12514448,6.23450136,-0.0125823,-0.02893982,-0.07907455,-0.73119551,0.53357261,-,14.69999981,4.08333349,84,35.68627548,46.66666794,1285,-,0.00699041,-,-,-,13.19843388,3,-,7.8670001
-,16:59.1,-,-,-,-,-,-,-0.79487497,-7.05810642,6.28238535,-0.01438838,-0.03037523,-0.08297946,-0.71850449,0.54528737,-,14.69999981,4,84,88.23529816,41.5686264,1285,-,0.00699041,-,-,-,13.19843388,3,-,8.38000011
-,16:59.6,-,-,-,-,-,-,-0.71826053,-7.24964285,6.25365496,-0.00229305,-0.03985281,-0.07614586,-0.72631437,0.52283406,-,14.69999981,3.92857146,85,84.70588684,41.5686264,1415.5,-,0.00714364,-,-,-,12.61828327,3,-,8.90299988
-,17:00.0,-,-,-,-,-,-,-0.51714754,-7.10599041,6.03338814,-0.02929944,-0.04802185,-0.08297946,-0.73607665,0.49745214,-,14.69999981,3.92857146,85,84.70588684,47.45098114,1425.75,-,0.00729766,-,-,-,10.87783051,3,-,9.35999966
-,17:00.5,-,-,-,-,-,-,-0.57460839,-7.24964285,6.11957932,-0.01213515,-0.03310202,-0.06443111,-0.73217177,0.52771527,-,14.69999981,3.92857146,85,75.29412079,46.27450943,1425.75,-,0.00729766,-,-,-,11.31294346,0,-,9.43900013
-,17:01.0,-,-,-,-,-,-,-0.81402856,-7.41244841,5.93762016,-0.00932062,-0.04554266,-0.06247865,-0.73412424,0.50623822,-,14.69999981,3.92857146,85,76.86274719,45.88235474,1394.5,-,0.00742376,-,-,-,11.31294346,0,-,9.43900013
-,17:01.7,-,-,-,-,-,-,-0.67037648,-7.46990919,6.00465775,-0.001638,-0.04753911,-0.05662128,-0.73119551,0.50721443,-,14.69999981,3.92857146,85,76.47058868,45.88235474,1380.25,-,0.00756024,-,-,-,11.02286816,0,-,9.43900013
-,17:02.0,-,-,-,-,-,-,-0.65122288,-7.29752684,5.98550415,-0.01660979,-0.02138448,-0.07028849,-0.76145858,0.5101431,-,14.69999981,3.92857146,85,76.47058868,45.88235474,1379.5,-,0.00770261,-,-,-,11.16790581,0,-,9.43900013
-,17:02.5,-,-,-,-,-,-,-0.63206923,-7.30710363,5.87058258,-0.02335268,-0.0301928,-0.07028849,-0.75169635,0.50819069,-,14.69999981,3.92857146,85,77.2549057,45.09803772,1379.5,-,0.00783709,-,-,-,11.45798111,0,-,9.43900013
-,17:03.0,-,-,-,-,-,-,-0.54587799,-7.51779318,5.86100578,-0.00769532,-0.03166995,-0.06931226,-0.76829219,0.48476118,-,14.69999981,3.92857146,85,76.86274719,45.09803772,1372.5,-,0.00783709,-,-,-,11.45798111,0,-,9.43900013
-,17:03.5,-,-,-,-,-,-,-0.57460839,-7.4507556,5.71735382,-0.02186161,-0.03801852,-0.07028849,-0.76243484,0.4818325,-,14.69999981,3.92857146,85,73.72549438,43.52941132,1345.25,-,0.00797977,-,-,-,11.02286816,0,-,9.43900013
-,17:04.1,-,-,-,-,-,-,-0.62249243,-7.39329481,5.803545,-0.02079308,-0.03086221,-0.08200324,-0.76731598,0.48573741,-,14.69999981,3.92857146,85,73.72549438,42.74509811,1345.25,-,0.0081048,-,-,-,10.73279285,0,-,9.43900013
-,17:04.5,-,-,-,-,-,-,-0.73741412,-7.40287161,5.803545,-0.01918209,-0.034594,-0.0741934,-0.75657743,0.49452347,-,14.69999981,3.92857146,85,71.76470947,42.74509811,1332.75,-,0.0081048,-,-,-,10.73279285,0,-,9.43900013
-,17:05.0,-,-,-,-,-,-,-0.72783732,-7.41244841,5.83227539,-0.01668882,-0.03733918,-0.07614586,-0.75364876,0.49354723,-,14.69999981,3.92857146,85,70.58823395,41.5686264,1325.75,-,0.00825175,-,-,-,10.29767895,0,-,9.43900013
-,17:05.6,-,-,-,-,-,-,-0.81402856,-7.38371801,5.90888977,-0.01342213,-0.03097833,-0.08005078,-0.74583894,0.50038081,-,14.69999981,3.92857146,86,70.58823395,41.17647171,1317.75,-,0.00838311,-,-,-,10.29767895,0,-,9.43900013
-,17:06.0,-,-,-,-,-,-,-0.81402856,-7.30710363,5.97592735,-0.01518929,-0.03385932,-0.08297946,-0.74486274,0.5091669,-,14.69999981,3.92857146,86,69.80392456,40,1317.75,-,0.00838311,-,-,-,10.29767895,0,-,9.43900013
-,17:06.5,-,-,-,-,-,-,-0.84275901,-7.29752684,6.01423454,-0.01321679,-0.03426856,-0.08688438,-0.74388647,0.5091669,-,14.69999981,3.92857146,86,69.41176605,40,1312.5,-,0.00850252,-,-,-,10.44271755,0,-,9.43900013
-,17:07.0,-,-,-,-,-,-,-0.85233581,-7.32625723,6.00465775,-0.01149356,-0.03434559,-0.08200324,-0.74193406,0.51209557,-,14.69999981,3.92857146,86,69.41176605,40.7843132,1312.5,-,0.00861533,-,-,-,10.1526413,0,-,9.43900013
-,17:07.5,-,-,-,-,-,-,-0.80445176,-7.35498762,5.99508095,-0.01027489,-0.03393829,-0.08590815,-0.7468152,0.50623822,-,14.69999981,3.92857146,86,69.41176605,40.39215851,1312.5,-,0.00873517,-,-,-,10.1526413,0,-,9.43900013
-,17:08.0,-,-,-,-,-,-,-0.79487497,-7.27837324,5.99508095,-0.01637661,-0.02906062,-0.08688438,-0.74583894,0.51502424,-,14.69999981,3.92857146,86,69.41176605,40.39215851,1312.5,-,0.00873517,-,-,-,10.1526413,0,-,9.43900013
-,17:08.5,-,-,-,-,-,-,-0.82360536,-7.32625723,6.01423454,-0.0111348,-0.02980346,-0.08395569,-0.7468152,0.51307178,-,14.69999981,3.92857146,86,69.41176605,40.7843132,1310.75,-,0.00886093,-,-,-,10.00760365,0,-,9.43900013
-,17:09.0,-,-,-,-,-,-,-0.83318222,-7.33583403,6.01423454,-0.01029795,-0.02896633,-0.08493192,-0.74779141,0.51307178,-,14.69999981,3.92857146,86,69.01960754,40.39215851,1308.5,-,0.00897027,-,-,-,10.29767895,0,-,9.43900013
-,17:09.5,-,-,-,-,-,-,-0.82360536,-7.30710363,5.98550415,-0.01448894,-0.03400592,-0.08590815,-0.74193406,0.51209557,-,14.69999981,3.92857146,86,69.01960754,40.39215851,1308.5,-,0.00909112,-,-,-,10.44271755,0,-,9.43900013
-,17:10.0,-,-,-,-,-,-,-0.84275901,-7.30710363,5.97592735,-0.01493323,-0.03387364,-0.08590815,-0.74291027,0.51111937,-,14.69999981,3.92857146,86,69.01960754,40.39215851,1308.5,-,0.00909112,-,-,-,10.44271755,0,-,9.43900013
-,17:10.5,-,-,-,-,-,-,-0.8810662,-7.24964285,6.08127213,-0.01224929,-0.03096013,-0.08786061,-0.74486274,0.51307178,-,14.69999981,3.92857146,86,69.41176605,40.39215851,1309.25,-,0.00920358,-,-,-,10.1526413,0,-,9.43900013
-,17:11.0,-,-,-,-,-,-,-0.85233581,-7.25921965,5.99508095,-0.01736706,-0.03126083,-0.08883683,-0.74193406,0.51600051,-,14.69999981,3.92857146,86,69.01960754,40.39215851,1311.5,-,0.00931656,-,-,-,10.44271755,0,-,9.43900013
-,17:11.5,-,-,-,-,-,-,-0.90021986,-7.32625723,5.97592735,-0.01288944,-0.02574834,-0.07907455,-0.74779141,0.51892918,-,14.69999981,3.92857146,87,69.01960754,40.39215851,1311.5,-,0.00943987,-,-,-,10.1526413,0,-,9.43900013
-,17:12.0,-,-,-,-,-,-,-0.82360536,-7.30710363,5.94719696,-0.0169493,-0.03561993,-0.08395569,-0.74486274,0.50623822,-,14.69999981,3.92857146,87,69.41176605,40.39215851,1314,-,0.00943987,-,-,-,10.29767895,0,-,9.43900013
-,17:12.6,-,-,-,-,-,-,-0.83318222,-7.34541082,5.98550415,-0.01139134,-0.033581,-0.08297946,-0.7468152,0.50721443,-,14.69999981,3.92857146,87,69.01960754,40.39215851,1316.25,-,0.00955207,-,-,-,10.29767895,0,-,9.43900013
-,17:13.0,-,-,-,-,-,-,-0.86191261,-7.29752684,6.01423454,-0.0130415,-0.03171083,-0.08786061,-0.74388647,0.51307178,-,14.69999981,3.92857146,87,69.01960754,40.7843132,1314.75,-,0.00968147,-,-,-,10.44271755,0,-,9.43900013
-,17:13.5,-,-,-,-,-,-,-0.83318222,-7.29752684,5.99508095,-0.01453871,-0.03077857,-0.08688438,-0.7468152,0.51111937,-,14.69999981,3.92857146,87,69.01960754,40,1314.75,-,0.00979278,-,-,-,10.1526413,0,-,9.43900013
-,17:14.0,-,-,-,-,-,-,-0.83318222,-7.31668043,6.01423454,-0.01180124,-0.03502085,-0.08688438,-0.74291027,0.5091669,-,14.69999981,3.92857146,87,68.62744904,40,1312.5,-,0.00979278,-,-,-,10.29767895,0,-,9.43900013
